"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-0.000528738413062749,"max_calcite","Pe","FOmean",86
"2",2.99401694254023e-09,"max_calcite","Pe","TEmean",86
"3",1.25446566587143e-07,"max_calcite","Pe","FOsd2",86
"4",6.73060643241837e-08,"max_calcite","Pe","TEsd2",86
