"","Da_2_calcite","output_var","input_var","sobol_type","boot_num"
"1",-9.12155744785433e-05,"max_calcite","Da_2_calcite","FOmean",1236
"2",1.01230535763334e-09,"max_calcite","Da_2_calcite","TEmean",1236
"3",1.47739955062841e-07,"max_calcite","Da_2_calcite","FOsd2",1236
"4",6.49303046771456e-08,"max_calcite","Da_2_calcite","TEsd2",1236
