"","dfn_volume","output_var","input_var","sobol_type","boot_num"
"1",-0.00347267654000221,"max_calcite","dfn_volume","FOmean",1177
"2",1.4724720455798e-08,"max_calcite","dfn_volume","TEmean",1177
"3",2.67920236316256e-06,"max_calcite","dfn_volume","FOsd2",1177
"4",8.01279493658238e-07,"max_calcite","dfn_volume","TEsd2",1177
