"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-0.00850260812776366,"max_calcite","Pe","FOmean",218
"2",1.36940666516897e-08,"max_calcite","Pe","TEmean",218
"3",1.9088748137814e-06,"max_calcite","Pe","FOsd2",218
"4",6.22939679519301e-07,"max_calcite","Pe","TEsd2",218
