"","dfn_volume","output_var","input_var","sobol_type","boot_num"
"1",-0.00243339100485386,"max_calcite","dfn_volume","FOmean",1093
"2",1.04064656112679e-08,"max_calcite","dfn_volume","TEmean",1093
"3",2.34808339936879e-08,"max_calcite","dfn_volume","FOsd2",1093
"4",1.17782773446531e-08,"max_calcite","dfn_volume","TEsd2",1093
