"","dfn_volume","output_var","input_var","sobol_type","boot_num"
"1",-0.000291478920978292,"max_calcite","dfn_volume","FOmean",1087
"2",1.74741272513307e-08,"max_calcite","dfn_volume","TEmean",1087
"3",2.98908566084751e-05,"max_calcite","dfn_volume","FOsd2",1087
"4",1.12648020087029e-05,"max_calcite","dfn_volume","TEsd2",1087
