"","Da_2_calcite","output_var","input_var","sobol_type","boot_num"
"1",-0.00386207451796013,"max_calcite","Da_2_calcite","FOmean",678
"2",7.35636758116724e-10,"max_calcite","Da_2_calcite","TEmean",678
"3",9.94595125211213e-07,"max_calcite","Da_2_calcite","FOsd2",678
"4",4.65763242866272e-07,"max_calcite","Da_2_calcite","TEsd2",678
