"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-0.00733910115301883,"max_calcite","Pe","FOmean",578
"2",3.34525011663844e-09,"max_calcite","Pe","TEmean",578
"3",1.10701523604467e-06,"max_calcite","Pe","FOsd2",578
"4",3.46353604373266e-07,"max_calcite","Pe","TEsd2",578
