"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-0.00643706258533809,"max_calcite","Pe","FOmean",794
"2",6.68733333220875e-09,"max_calcite","Pe","TEmean",794
"3",1.64726162481007e-06,"max_calcite","Pe","FOsd2",794
"4",8.00941469204371e-07,"max_calcite","Pe","TEsd2",794
