"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-0.00358765421271607,"max_calcite","Pe","FOmean",806
"2",5.6464587253331e-09,"max_calcite","Pe","TEmean",806
"3",7.83972656625121e-07,"max_calcite","Pe","FOsd2",806
"4",4.92385682101661e-07,"max_calcite","Pe","TEsd2",806
