,dfn_seed,curr_inflow_rate,curr_diffusion_coef,curr_porosity,curr_gypsum_rate_constant,curr_calcite_rate_constant,curr_gypsum_surface_area,curr_calcite_surface_area,dfn_p32,dfn_volume,backbone_volume,backbone_p32,final_gypsum,final_calcite,Pe,Da_1_gypsum,Da_2_gypsum,Da_1_calcite,Da_2_calcite,tau,calcite_flush_0_nondim,gypsum_flush_0_nondim,calcite_flush_1_nondim,gypsum_flush_1_nondim,calcite_flush_2_nondim,gypsum_flush_2_nondim,calcite_flush_3_nondim,gypsum_flush_3_nondim,calcite_flush_4_nondim,gypsum_flush_4_nondim,calcite_flush_5_nondim,gypsum_flush_5_nondim,calcite_flush_6_nondim,gypsum_flush_6_nondim,calcite_flush_7_nondim,gypsum_flush_7_nondim,calcite_flush_8_nondim,gypsum_flush_8_nondim,calcite_flush_9_nondim,gypsum_flush_9_nondim,calcite_flush_10_nondim,gypsum_flush_10_nondim,calcite_flush_11_nondim,gypsum_flush_11_nondim,calcite_flush_12_nondim,gypsum_flush_12_nondim
0,1.0,-4.414442344302,-10.5503414466,0.43,-6.129316628203,-6.633812057356,3642.74513271,4.133780063338,1.0065,0.20013,0.2,1.0,0.0,1992.97938,15900129.118145164,1.2384732390509104e-06,19.691884410276938,1.916704149407488e-07,3.0475843456863654,0.00016542634218735317,,,0.0252916734,1526.28503,0.679371138,1525.62893,9.05781797,1517.19553,75.3654711,1456.51042,1214.90974,589.354974,2001.34511,0.0,2001.27138,0.0,2001.12393,0.0,2000.63796,0.0,2000.05235,0.0,1994.44406,0.0,1992.97938,0.0
0,1.0,-5.252556245712,-7.149550100302,0.12,-5.782023107548,-6.524530118899,2064.641836494,3.078827177528,1.0065,0.20013,0.2,1.0,0.0,4262.32969,3286.8706461123834,5.2967178515192804e-06,0.017409626426898174,4.738749082819236e-07,0.0015575655259610526,0.0011395111219929678,0.00181450466,2356.40304,0.0565441959,2356.34479,0.662449436,2355.73419,11.1597056,2345.25353,89.8714339,2302.34063,719.858383,1983.15736,4263.53915,0.0,4263.46859,0.0,4263.32749,0.0,4262.86892,0.0,4262.32969,0.0,4262.32969,0.0,4262.32969,0.0
0,1.0,-1.194998421342,-10.05070891856,0.43,-5.543708599699,-6.379785379506,1199.704729995,3.489164816189,1.0065,0.20013,0.2,1.0,0.0,0.0,8340883320.967619,2.8777345590915996e-09,24.00284818609923,2.0755721654264454e-10,1.7312105256070085,9.980694076868807e-08,,,,,,,,,0.872601886,1523.61883,5.08498156,1505.19106,33.401556,1381.28019,65.5884053,1240.58901,128.83157,964.537119,317.234314,144.020201,352.444797,0.0,350.10657,0.0,347.444466,0.0
0,1.0,-5.148563357556,-6.451231949683,0.43,-2.82764129325,-6.644757827012,2998.073812681,3.876609296764,1.0065,0.20013,0.2,1.0,0.0,9301.21944,233.43724059147638,0.013448782653580921,3.139446711966444,1.0132819970892954e-06,0.00023653775334154555,0.0008968621174336408,0.00412696357,1526.30288,0.0864275381,1526.26677,0.863276988,1526.01233,6.99875824,1522.7538,318.63921,2817.23383,1145.39546,2751.4322,3885.94835,1811.44259,9302.70563,0.0,9302.57117,0.0,9302.12298,0.0,9301.36673,0.0,9301.21944,0.0,9301.21944,0.0
0,1.0,-2.92435453553,-6.222002589649,0.3,-6.030670684725,-4.763300222799,1985.1451643,3.229341190442,1.0065,0.20013,0.2,1.0,0.0,2189.04621,33074.76778560973,3.5083067628176775e-08,0.0011603643150087885,3.210937912104041e-07,0.01062010258168517,5.352009285080076e-06,,,,,0.0,0.0,2.03562307,1872.46362,59.3658017,1814.74703,1167.94445,698.705314,2375.31333,0.0,2375.24211,0.0,2375.09966,0.0,2374.81477,0.0,2374.245,0.0,2367.20745,0.0,2361.83343,0.0
0,1.0,-4.346568663644,-7.430711471113,0.28,-3.066120022109,-5.307649960614,628.7458592539,3.642373218154,1.0065,0.20013,0.2,1.0,0.0,2713.10045,21674.784112465008,0.0007978093614303052,17.29234567190543,2.2622108180858995e-06,0.049032931098894714,0.00014149170707834915,,,0.0576903311,1927.91051,0.674886113,1927.2971,11.181557,1919.0427,92.1115336,1897.61513,721.413668,1444.79618,2722.96977,0.0,2722.8836,0.0,2722.71122,0.0,2722.42712,0.0,2721.57485,0.0,2715.84584,0.0,2713.10045,0.0
0,1.0,-7.366125440444,-7.307891267888,0.32,-5.020948374114,-7.816198801214,2086.132881203,4.076229946201,1.0065,0.20013,0.2,1.0,2875.9034,714.273442,13.664251706123979,0.010583260831935903,0.14461233987913522,8.385577133059827e-06,0.00011458263664724696,0.1480088768782233,0.0100608674,1820.84993,0.0852149012,1820.80473,0.708516146,1820.60242,13.4552973,1911.83924,148.971784,3388.24122,714.273442,2875.9034,714.273442,2875.9034,714.273442,2875.9034,714.273442,2875.9034,714.273442,2875.9034,714.273442,2875.9034,714.273442,2875.9034,714.273442,2875.9034
0,1.0,-1.326495659887,-6.293117134903,0.15,-7.139515486525,-6.15647099545,2579.815850363,3.578440635637,1.0065,0.20013,0.2,1.0,0.0,0.0,3086741.211436227,3.446385762736794e-11,0.00010638100964346738,1.6389747542118876e-10,0.0005059090918329394,1.3510081924308008e-07,,,,,,,,,0.333169301,2275.85465,1.32198262,2273.8024,9.23228077,2257.38441,16.5915998,2242.11325,31.479767,2211.22927,78.0056224,2114.7694,154.667983,1955.96999,768.284422,687.337226,1212.10297,0.0
0,1.0,-8.668092349747,-6.867041874958,0.36,-3.169703774406,-5.877142375756,1206.560523734,2.197013654212,1.0065,0.20013,0.2,1.0,186945.925,39.5348398,0.2195922601881097,16.94273551040897,3.720493584500053,0.016432695783192116,0.0036084928080147767,2.9665704911258137,0.00862100815,1713.83067,0.114040478,1734.2674,1.13316157,1737.26391,10.2365329,53614.7753,39.5348398,186945.925,39.5348398,186945.925,39.5348398,186945.925,39.5348398,186945.925,39.5348398,186945.925,39.5348398,186945.925,39.5348398,186945.925,39.5348398,186945.925,39.5348398,186945.925
0,1.0,-5.93344593161,-9.767090879734,0.23,-4.558135002,-8.464442643833,3021.286174354,3.518392645168,1.0065,0.20013,0.2,1.0,0.0,8367.97947,148213.27931952497,0.0008153258665797035,120.84212039981134,5.0025042273914494e-08,0.007414375563514734,0.0054652276174249,0.000290252387,2061.85124,0.0149581681,2061.82478,0.910157037,2061.04861,9.06562213,2057.85704,75.0253413,2079.42892,1098.32304,1761.28851,5074.61291,802.614296,8368.09924,0.0,8367.97947,0.0,8367.97947,0.0,8367.97947,0.0,8367.97947,0.0,8367.97947,0.0
0,1.0,-7.727856118916,-7.152156009287,0.11,-4.377903379993,-7.259718212662,2280.823344298,3.917083241869,1.0065,0.20013,0.2,1.0,15956.2822,309.094181,12.07472391574859,0.03678221504875987,0.44413509172346854,2.3877394339265105e-05,0.0002883129444740844,0.3404226448764996,0.00934476965,2383.20056,0.0775471142,2384.05804,1.2562658,2386.17921,9.7408347,12628.9757,111.718557,16042.7899,309.094181,15956.2822,309.094181,15956.2822,309.094181,15956.2822,309.094181,15956.2822,309.094181,15956.2822,309.094181,15956.2822,309.094181,15956.2822,309.094181,15956.2822
0,1.0,-3.11049657208,-8.661075916853,0.5,-5.975411543307,-5.357967789043,1745.374655939,3.670913598759,1.0065,0.20013,0.2,1.0,0.0,1348.57368,3552870.2281419826,1.0194067107286823e-07,0.3621819752916081,2.0890802720589142e-07,0.7422231102796869,8.215970945138353e-06,,,,,0.101512528,1338.81409,2.35948959,1336.61369,75.0496305,1263.16731,757.137837,570.202829,1468.55839,0.0,1468.46561,0.0,1468.28003,0.0,1467.90888,0.0,1467.22193,0.0,1463.49342,0.0,1457.54368,0.0
0,1.0,-3.015345710601,-9.343241099437,0.11,-5.441707995345,-7.698739581737,2192.939094538,3.80407196239,1.0065,0.20013,0.2,1.0,0.0,1556.33134,96710294.99401598,6.156343666421945e-08,5.953818120642083,1.6844384818495463e-10,0.016290254247894206,6.599454413652394e-06,,,,,0.122626593,2382.67992,2.22162118,2379.49452,71.0350311,2298.84043,576.253817,1754.70744,1752.31797,105.290711,1770.82077,0.0,1770.70841,0.0,1770.03421,0.0,1769.13528,0.0,1763.74894,0.0,1757.8425,0.0
0,1.0,-3.353239538471,-11.66634770322,0.34,-7.17665564853,-5.739579707462,4442.176877469,3.82464709132,1.0065,0.20013,0.2,1.0,0.0,2234.77528,3024121613.0301013,7.627026618443422e-09,23.065056039990637,1.0317989665968539e-07,312.02855551876695,1.4368183344402547e-05,,,,,0.0428560879,1767.29442,0.54789551,1766.84945,40.5244887,1726.90193,362.453977,1404.52115,1466.21351,299.21557,2317.79434,0.0,2317.69898,0.0,2317.06241,0.0,2316.21355,0.0,2312.32485,0.0,2305.51842,0.0
0,1.0,-4.186158310787,-8.689345998894,0.21,-6.440751144068,-5.56873366718,3725.863418842,2.419986336058,1.0065,0.20013,0.2,1.0,0.0,2265.5666,758469.982590536,1.7454962356784921e-07,0.1323906499486912,6.428361314318747e-07,0.4875719094157016,9.779589677504471e-05,,,0.00817556149,2115.39908,0.398346777,2114.98289,7.24168874,2108.09905,130.041836,1983.41063,1038.02139,1189.78921,2280.25629,0.0,2280.1942,0.0,2280.0695,0.0,2279.40906,0.0,2278.99803,0.0,2272.95728,0.0,2266.07999,0.0
0,1.0,-1.388960935201,-11.93744536503,0.45,-7.600050547468,-5.205115130166,764.0498203374,3.802035826489,1.0065,0.20013,0.2,1.0,0.0,0.0,392863716160.21594,4.1344272708367834e-11,16.242664618150783,5.075918721722282e-09,1994.1442919430292,1.5599951849760805e-07,,,,,,,,,2.4214283,1472.72886,2.65845402,1472.4662,3.39447822,1471.65279,4.37551958,1470.56825,6.33473257,1468.39916,10.2468873,1464.06099,18.0618412,1455.38466,125.847889,1335.63584,201.615,1251.45747
0,1.0,-6.847373428426,-8.75673386756,0.34,-5.565160853446,-5.173122557341,3717.038908095,3.016947895305,1.0065,0.20013,0.2,1.0,228.958381,2186.90642,1193.579981895304,0.0009727112686781017,1.1610086984581667,0.0011862770503436447,1.4159165402719818,0.04482659497125821,0.00880826428,1767.29653,0.0713762212,1767.23679,1.22181393,1766.16743,9.97833046,1760.50651,82.101085,1970.62981,975.504752,1262.44773,2186.90642,228.958381,2186.90642,228.958381,2186.90642,228.958381,2186.90642,228.958381,2186.90642,228.958381,2186.90642,228.958381,2186.90642,228.958381
0,1.0,-1.807055633145,-7.891193373443,0.26,-7.501227748242,-8.54836215017,690.5216500612,2.189896808515,1.0065,0.20013,0.2,1.0,0.0,0.0,23341802.853808682,7.854050474772796e-11,0.001833276977860091,3.4843612195870858e-12,8.133127265905814e-05,4.085243576761712e-07,,,,,,,0.0,0.0,0.000342161769,1981.41294,0.00065130777,1980.58181,0.00171124903,1977.73223,0.00312453306,1973.93279,0.00595112956,1966.33391,0.0229113131,1920.74065,0.0451289012,1861.01874,0.178255688,1503.41976,0.365701842,1000.38769
0,1.0,-7.505653220329,-11.41548418661,0.12,-7.676664802574,-5.40413257861,948.7788668211,3.481295243544,1.0065,0.20013,0.2,1.0,1923.09746,479.683564,338547.5884511027,1.209099715293327e-05,4.093377928094708,0.0011198458071511555,379.12109744810243,0.20408709456871424,0.00492059157,2356.40208,0.12018794,2356.28676,1.00774187,2355.40737,8.17014513,2349.45014,95.1543262,2278.49108,479.683564,1923.09746,479.683564,1923.09746,479.683564,1923.09746,479.683564,1923.09746,479.683564,1923.09746,479.683564,1923.09746,479.683564,1923.09746,479.683564,1923.09746
0,1.0,-5.554607950646,-10.05638464946,0.42,-3.109748970028,-7.557721850795,4546.403897058,2.936661703545,1.0065,0.20013,0.2,1.0,0.0,26716.9751,378004.88538452267,0.01747433776886581,6605.385045490556,3.080290885347685e-07,0.11643650030668413,0.0022843901208067295,0.000201558087,1553.08246,0.0115436506,1553.09587,0.367522579,1553.86572,10.5511767,1568.26697,89.8053686,6503.98267,767.969877,6671.34205,5673.18821,6084.17693,10553.2316,5128.21043,21013.4785,1747.28244,26716.9751,0.0,26716.9751,0.0,26716.9751,0.0,26716.9751,0.0
0,1.0,-2.048979275636,-7.392748953578,0.41,-7.466318162184,-6.059179736202,2600.583329422,2.029163152656,1.0065,0.20013,0.2,1.0,0.0,0.0,2691261.047281015,2.3428119214277407e-10,0.0006305118465244068,2.9582831283916436e-09,0.007961512150269053,7.13085488166907e-07,,,,,,,0.0460305205,1579.82136,0.15311617,1579.53412,0.906251288,1573.7282,3.31310084,1555.14923,6.52228149,1530.37727,12.9408067,1480.83336,25.7785033,1381.74553,81.5381156,951.451605,233.886369,0.0,231.775046,0.0
0,1.0,-8.624149434449,-7.991306020519,0.37,-4.33070423851,-8.633435278175,695.4145540585,3.135388985579,1.0065,0.20013,0.2,1.0,5386.88669,63.3941953,3.147203795558942,1.0862739757349187,3.418725579449838,2.6752983448297584e-05,8.419709105100772e-05,2.6810922490627878,0.00748555098,1686.96862,0.0720923331,1687.35697,1.22337918,1696.53028,11.4485546,3812.50201,63.3941953,5386.88669,63.3941953,5386.88669,63.3941953,5386.88669,63.3941953,5386.88669,63.3941953,5386.88669,63.3941953,5386.88669,63.3941953,5386.88669,63.3941953,5386.88669,63.3941953,5386.88669
0,1.0,-3.236654351633,-11.04468969018,0.11,-5.816010935087,-4.988499715801,3834.260206321,3.443356909959,1.0065,0.20013,0.2,1.0,0.0,2381.79485,2921545522.5076766,4.328411645293231e-08,126.45651661876525,1.4388107087184173e-07,420.3550983792389,1.0985420216932795e-05,,,,,0.408268913,2382.78437,8.16940321,2374.9724,71.9519134,2310.16962,1158.06135,1296.43415,2480.87361,0.0,2480.81031,0.0,2480.67286,0.0,2480.3953,0.0,2479.84019,0.0,2474.139,0.0,2468.80196,0.0
0,1.0,-2.992051685547,-7.143384522044,0.25,-7.515293098738,-6.972170872269,4373.254067789,3.936863603169,1.0065,0.20013,0.2,1.0,0.0,2129.52896,283375.8476095694,1.1194148156806948e-09,0.0003172151222202267,1.9332016737100305e-09,0.000547822662887818,6.2548083638301e-06,,,,,0.0,0.0,0.338497332,2008.08673,10.8842439,1997.20085,90.104733,1914.62475,361.720127,1631.50668,723.877961,1254.0159,1448.20175,499.034348,2356.21569,0.0,2355.24296,0.0,2349.43379,0.0,2343.14654,0.0
0,1.0,-4.075343144694,-11.60678893578,0.06,-3.415114676626,-5.903603567803,1799.017452229,2.538259537907,1.0065,0.20013,0.2,1.0,0.0,6723.46578,2833117228.1314983,4.098945779591285e-05,116127.93905336964,6.581837682830591e-08,186.47117731992446,7.577142717386187e-05,,,0.0528635502,2517.00461,1.12050962,2515.93094,10.3491388,2511.0745,84.2534897,2452.85161,676.434798,2126.46136,5422.51819,397.589796,6742.49882,0.0,6742.33819,0.0,6742.01632,0.0,6740.95531,0.0,6735.1907,0.0,6728.34526,0.0
0,1.0,-6.388092634821,-10.03807149233,0.21,-5.521383538051,-5.561079878204,2410.561604579,3.86448411158,1.0065,0.20013,0.2,1.0,0.0,2558.37651,106348.05882329492,0.000230792050972968,24.544286612822077,0.00010415698304522233,11.076892959750234,0.015568793470460432,0.0126143313,2115.39823,0.102852843,2115.30872,0.881561529,2114.58662,11.0559725,2111.40435,111.999548,2113.43132,907.488779,1497.84091,2558.3979,0.0,2558.37651,0.0,2558.37651,0.0,2558.37651,0.0,2558.37651,0.0,2558.37651,0.0,2558.37651,0.0
0,1.0,-7.390831061739,-9.971633283321,0.27,-3.091708589824,-5.693716432585,2971.183800524,3.243247390838,1.0065,0.20013,0.2,1.0,113841.196,1139.83236,7053.561572272963,0.803116763727619,5664.833542677357,0.0009929668132501567,7.0039525564836485,0.15667272040608998,0.0101892359,1954.77064,0.148686944,1960.88094,1.56786786,1960.42316,13.0580426,35897.879,386.523399,113645.77,1139.83236,113841.196,1139.83236,113841.196,1139.83236,113841.196,1139.83236,113841.196,1139.83236,113841.196,1139.83236,113841.196,1139.83236,113841.196,1139.83236,113841.196
0,1.0,-3.18790067301,-11.97809095922,0.08,-6.088714866261,-4.614200304046,4297.478050684,3.820916032437,1.0065,0.20013,0.2,1.0,0.0,2671.5117,38554076392.07983,1.5016483694071875e-08,578.9466594816681,2.214352192199815e-07,8537.23035770411,9.818903587666283e-06,,,,,0.414040181,2463.11453,9.04202226,2454.40174,80.3862161,2381.90813,1297.93519,1316.31903,2768.91186,0.0,2768.84207,0.0,2768.68786,0.0,2768.37733,0.0,2767.75627,0.0,2761.95214,0.0,2759.74271,0.0
0,1.0,-8.829076264456,-7.454304820977,0.37,-5.351658189642,-4.875001569277,2829.183919563,2.845497743118,1.0065,0.20013,0.2,1.0,2408.5132,200.61867,0.5701601194701045,0.16592516339401048,0.09460391098382563,0.24588540989233032,0.14019405468016666,4.297724648095148,0.0119445166,1686.96501,0.126709132,1687.41344,19.680197,1688.07373,107.777206,1683.91951,200.61867,2408.5132,200.61867,2408.5132,200.61867,2408.5132,200.61867,2408.5132,200.61867,2408.5132,200.61867,2408.5132,200.61867,2408.5132,200.61867,2408.5132,200.61867,2408.5132
0,1.0,-4.428015816537,-6.146268266041,0.37,-5.985019343581,-6.200635386929,608.755807173,3.837502348608,1.0065,0.20013,0.2,1.0,0.0,1940.4723,706.3512690639552,1.5328182132055682e-06,0.0010827080901420977,4.6135846578706136e-07,0.00032588113780209025,0.00017067823346160176,,,0.0142888875,1686.96443,0.309694557,1686.67822,7.54086197,1679.42012,73.2873412,1612.84661,1178.26536,706.406657,1948.82901,0.0,1948.75772,0.0,1948.61481,0.0,1948.14379,0.0,1947.43725,0.0,1941.69894,0.0,1940.4723,0.0
0,1.0,-2.364447966429,-10.83198547793,0.08,-7.239790646948,-7.712617706461,1578.98690689,3.063902473755,1.0065,0.20013,0.2,1.0,0.0,66.2167064,18340768486.267307,1.5923545074572696e-10,2.9205005369337997,2.6507977145187122e-11,0.486176671859142,1.4743829130562163e-06,,,,,,,0.0182851394,2463.40661,0.0937124568,2462.32712,1.34885303,2443.81995,5.36563566,2384.59699,10.7325147,2305.63312,27.9963678,2051.81569,59.96823,1581.42747,97.4407347,1030.03089,172.949791,0.0,172.045505,0.0
0,1.0,-7.456093683179,-7.652252869009,0.48,-3.772434072044,-7.176332002993,1924.904304138,3.981249192739,1.0065,0.20013,0.2,1.0,9507.9495,701.780807,16.363942801262365,0.3460933890301751,5.663452421984829,6.752417054230956e-05,0.0011049616644570387,0.18207738434834395,0.00857323541,1392.41557,0.0699896497,1392.99048,1.25391204,1404.72451,9.15039512,1483.12236,216.973098,9599.54083,701.780807,9507.9495,701.780807,9507.9495,701.780807,9507.9495,701.780807,9507.9495,701.780807,9507.9495,701.780807,9507.9495,701.780807,9507.9495,701.780807,9507.9495
0,1.0,-1.400784083334,-9.672362905192,0.42,-4.126971344704,-4.714816921617,4212.46057237,2.254698657511,1.0065,0.20013,0.2,1.0,0.0,0.0,2224843851.2185144,1.1785675630828652e-07,262.2128795970501,1.5054723815609956e-08,33.494409712952745,1.6030475548525722e-07,,,,,,,,,47.8535295,1485.78305,404.867505,1047.98542,1004.19026,0.0,1004.13138,0.0,1004.05288,0.0,1003.58189,0.0,1002.95427,0.0,999.190621,0.0,994.183047,0.0
0,1.0,-4.765421474611,-6.898508427849,0.08,-4.570026173288,-7.611794794274,1887.653450429,2.097567107595,1.0065,0.20013,0.2,1.0,0.0,3473.44815,8491.158947309365,1.8740351975695504e-05,0.15912730735415362,8.417303910328752e-09,7.147266541041009e-05,0.0003711793417821844,0.0,0.0,0.00244270417,2463.4619,0.144999428,2463.09596,4.63131221,2463.44117,47.8259597,2426.89817,775.402829,1823.41225,2783.13536,356.91706,3477.23946,0.0,3477.132,0.0,3476.59473,0.0,3475.95001,0.0,3473.44815,0.0,3473.44815,0.0
0,1.0,-3.805395168751,-10.9380984512,0.39,-6.406303284354,-4.664458396466,3319.539607042,3.739374720675,1.0065,0.20013,0.2,1.0,0.0,2131.0482,174023812.8386174,1.4603230711195515e-07,25.41309888124238,3.985269723519937e-06,693.5318324772421,4.0696540387910334e-05,,,0.0,0.0,0.183494484,1633.25912,5.81689313,1627.62313,74.6739592,1557.92849,1235.85959,735.434983,2162.13048,0.0,2162.05626,0.0,2161.90641,0.0,2161.60672,0.0,2161.00735,0.0,2155.61437,0.0,2148.91372,0.0
0,1.0,-6.038029046273,-9.322217082825,0.45,-5.400540243528,-8.402320611418,3621.008131757,4.339415742165,1.0065,0.20013,0.2,1.0,0.0,4764.68362,21376.9394503021,0.0002917385174407017,6.236476622650784,1.4367370428143967e-07,0.0030713040770249454,0.006953306428787097,0.000882445842,1472.75016,0.0707939606,1472.67197,0.843793167,1471.89545,7.2329891,1467.4161,122.485822,1446.71575,861.418135,1218.78027,4729.94637,9.29733175,4764.74887,0.0,4764.68362,0.0,4764.68362,0.0,4764.68362,0.0,4764.68362,0.0,4764.68362,0.0
0,1.0,-3.278397203048,-9.134271309509,0.33,-6.048210627865,-8.452858896649,3135.930973719,4.034920560292,1.0065,0.20013,0.2,1.0,0.0,1030.76215,10872518.890862366,8.375157253205418e-08,0.9105905544941886,1.6312051608080308e-10,0.0017735308925757498,1.2093709316519211e-05,,,,,0.00320157368,1794.00261,0.535637287,1791.52104,21.9842468,1759.1501,430.599137,1253.37473,1134.3836,0.0,1134.32938,0.0,1134.22072,0.0,1134.00338,0.0,1133.5687,0.0,1128.09881,0.0,1122.38095,0.0
