,dfn_seed,curr_inflow_rate,curr_diffusion_coef,curr_porosity,curr_gypsum_rate_constant,curr_calcite_rate_constant,curr_gypsum_surface_area,curr_calcite_surface_area,dfn_p32,dfn_volume,backbone_volume,backbone_p32,final_gypsum,final_calcite,Pe,Da_1_gypsum,Da_2_gypsum,Da_1_calcite,Da_2_calcite,tau,calcite_flush_0_nondim,gypsum_flush_0_nondim,calcite_flush_1_nondim,gypsum_flush_1_nondim,calcite_flush_2_nondim,gypsum_flush_2_nondim,calcite_flush_3_nondim,gypsum_flush_3_nondim,calcite_flush_4_nondim,gypsum_flush_4_nondim,calcite_flush_5_nondim,gypsum_flush_5_nondim,calcite_flush_6_nondim,gypsum_flush_6_nondim,calcite_flush_7_nondim,gypsum_flush_7_nondim,calcite_flush_8_nondim,gypsum_flush_8_nondim,calcite_flush_9_nondim,gypsum_flush_9_nondim,calcite_flush_10_nondim,gypsum_flush_10_nondim,calcite_flush_0,gypsum_flush_0,calcite_flush_1,gypsum_flush_1,calcite_flush_2,gypsum_flush_2,calcite_flush_3,gypsum_flush_3,calcite_flush_4,gypsum_flush_4,calcite_flush_5,gypsum_flush_5,calcite_flush_6,gypsum_flush_6,max_calcite,min_gypsum
0,1018077.0,-6.392105056097,-7.354644197561,0.21,-6.425783929857,-8.280376864949,1336.081267422,3.910777902396,0.7152647200000001,0.071526472,0.06785509199999999,0.6785509200000001,12.7879015,795.336447,43.68374333486509,0.00014514526760061268,0.006340488616135476,1.0031683708797109e-06,4.382214963516405e-05,0.00561593390248779,0.0,0.0,0.000361833537,756.314901,0.0110808221,756.301451,0.368922872,755.941197,3.22384061,753.086075,25.8156286,732.463993,274.037045,491.760236,686.571503,97.8592711,785.211903,21.3005462,795.336447,12.7879015,795.336447,12.7879015,0.00122822747,756.313297,0.0293508354,756.282291,0.776139784,755.534597,6.45373347,749.868572,51.6603163,707.690171,532.103986,237.433058,726.749004,68.8771013,795.336447,12.7879015
0,43430.0,-2.974215513193,-11.19989629423,0.43,-6.392221081759,-5.950560407785,1298.674243883,4.1026336659,0.71709603,0.071709603,0.06877366,0.6877365999999999,0.000466080926,18.1407463,391032023.62025124,1.2266632278330497e-07,47.96646042801067,1.6770650403181756e-07,65.57861364583944,2.1510126212669964e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326430801,546.603589,3.22125211,543.711515,32.6235065,514.081653,327.37727,216.956436,540.961614,1.69797586,538.146386,0.000428807739,490.860302,0.000428817106,1.4914444,545.450717,15.1042305,531.740294,152.15974,393.58438,538.398905,4.33569015,540.895097,0.0540089467,518.965848,0.000428810366,299.275753,0.000428910507,541.916052,0.000428807633
0,195940.0,-8.805552907093,-11.793775492,0.49,-7.427910775762,-7.6845693308,2199.893290833,3.759634801678,0.68783292,0.068783292,0.067183292,0.6718329200000002,250.937084,234.860933,1986.216131908815,0.00873173749294822,17.34311786808679,0.0023911454870814467,4.74933174018213,1.3992199604861482,0.000359399928,469.246112,0.00311042852,469.243596,0.0251293636,469.222253,0.406587652,468.848187,3.65258212,465.951787,33.5179925,440.199679,234.860933,250.937084,234.860933,250.937084,234.860933,250.937084,234.860933,250.937084,234.860933,250.937084,6.5363466e-06,469.246356,0.000162931544,469.246258,0.00311042852,469.243596,0.0251293636,469.222253,0.202268258,469.047698,2.39517156,466.934341,23.8094031,448.834026,234.860933,250.937084
0,736164.0,-4.592656553148,-7.970063227982,0.36,-7.29435307589,-7.232371379925,4082.004831117,2.219887606817,0.7278521600000001,0.07278521600000001,0.06947605300000001,0.69476053,1.64045636,493.449161,6623.753683974229,5.344024462382523e-07,0.003539750171995463,3.047993375981775e-07,0.0020189157352888325,9.06880065551879e-05,0.0,0.0,0.0,0.0,4.31155071e-05,623.477854,0.00232321254,623.452577,0.281722853,622.621522,9.17350697,610.048231,174.76592,392.375832,465.650466,48.2589231,523.780197,14.6773748,534.281102,5.78708811,497.829451,1.77994235,0.00232321254,623.452577,0.281722853,622.621522,20.4269771,595.111714,174.76592,392.375832,465.650466,48.2589231,523.780197,14.6773748,534.321165,5.35607902,534.321247,1.64045636
0,22042.0,-3.80035232665,-10.99551025665,0.2,-5.063389590921,-4.602901026915,1024.435073363,4.084964918607,0.6754438900000002,0.06754438900000001,0.06754438900000001,0.67544389,0.0,384.998226,78366045.92266832,8.15183143796475e-06,638.826796821397,1.1638784854978646e-05,912.0855484293131,1.3576622151716504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.18227309,722.953603,3.11569402,719.993123,32.8814332,689.774617,321.091158,397.144748,659.050599,57.9545049,715.048644,2.2142471,713.497588,0.0,676.055793,0.0,2.21697766,720.900726,24.1647976,698.628105,239.875612,479.522764,622.625651,94.19227,715.048644,2.2142471,714.294895,0.0,687.402945,0.0,716.637368,0.0
0,4264.0,-8.762133684209,-6.382953673174,0.42,-3.555977854846,-7.871443326507,2881.862785883,4.12555560716,0.7192994500000001,0.071929945,0.07074820500000001,0.70748205,210.39971,279.033088,0.009944219421950224,50.4275163887368,0.5014622878735897,0.0012060518882339153,1.1993244610855441e-05,1.3240169340982901,0.000411912676,558.202116,0.00345925745,558.19845,0.0278264328,558.183581,0.447936309,556.146296,11.2230529,553.093859,46.4322553,424.555402,279.033088,210.39971,279.033088,210.39971,279.033088,210.39971,279.033088,210.39971,279.033088,210.39971,1.05676887e-05,558.202448,0.000194280036,558.202308,0.00345925745,558.19845,0.0278264328,558.183581,0.223002535,557.49031,10.5048234,551.730433,37.4942179,435.912535,279.033088,210.39971
0,32542.0,-3.234363543258,-11.42938634301,0.09,-7.288800335533,-7.140412335869,3340.439935814,1.978665650096,0.7193825300000001,0.07193825300000002,0.06650694499999998,0.6650694500000001,0.420557584,105.548321,1740925915.714628,5.930184107444438e-09,10.32401119760904,4.1268630940150485e-09,7.184562910977051,3.92801879771847e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141151579,875.804679,0.235885344,873.259385,2.70805001,847.722497,26.8206127,594.854926,94.670446,55.8407156,137.109997,19.0847217,146.353662,11.5078346,0.0464391298,875.373775,0.657408546,868.864722,6.95317619,804.008932,66.6052872,164.21747,117.665977,30.9982639,141.275218,16.8141461,146.023214,6.67225372,147.217481,0.420557584
0,14552.0,-5.194199885809,-10.47461868277,0.28,-7.166801203788,-4.811484086266,2949.08183888,3.649456674919,0.70764914,0.07076491400000001,0.068844691,0.68844691,1.91137038,683.837875,681178.2392025227,2.2275074888418664e-06,1.5173296290597353,0.00024963195373818846,170.04385469606484,0.00035226378430035417,0.0,0.0,0.0,0.0,0.00683525817,681.774903,0.111220659,681.674528,2.63740216,679.146937,25.1748626,656.291746,322.474214,363.720593,565.606363,122.816949,649.010163,41.7886566,684.550221,9.56292894,683.837875,1.91137038,0.0150584105,681.767644,0.347796582,681.440919,12.294526,669.371692,101.366596,582.087737,455.747688,231.511588,617.076949,71.7668591,670.030107,25.0208138,685.593547,1.91137038
0,4142.0,-4.668978485245,-8.963591100035,0.27,-7.700935034304,-6.985843345628,675.4136707866,4.184930140164,0.73897612,0.073897612,0.073077441,0.73077441,1.74461557,717.079121,72987.56090018255,1.8735689248087932e-07,0.013674722600017133,4.80756592833207e-07,0.03508925109757797,0.000109763770466323,0.0,0.0,0.0,0.0,0.00298695084,721.844224,0.017738581,721.841633,0.187853385,721.727885,5.97178014,716.010401,50.4927972,671.427581,406.582233,314.818949,727.858589,33.6938089,751.980203,9.42181777,717.079121,1.74461557,0.017738581,721.841633,0.187853385,721.727885,5.97178014,716.010401,50.4927972,671.427581,406.582233,314.818949,727.858589,33.6938089,751.925055,9.94471223,751.980203,1.74461557
0,12760.0,-7.279774702254,-7.871391476173,0.08,-6.310678204321,-8.296264678702,2919.692115775,3.311747929302,0.72406654,0.07240665400000001,0.072406654,0.72406654,40.4595818,942.165083,48.81202071727084,0.000556479210746148,0.0271628747636715,2.8446337303529654e-06,0.00013885232057903637,0.043893812912001284,4.22877646e-05,891.50268,0.00145545455,891.500727,0.0211983413,891.480784,0.415743505,891.086508,3.37816728,888.099406,35.5969493,860.493269,354.24262,571.725933,915.796586,65.2841455,942.165083,40.4595818,942.165083,40.4595818,942.165083,40.4595818,0.000154114262,891.502406,0.00382782739,891.498233,0.0987208495,891.403,0.838637096,890.664629,6.71788998,885.413958,79.9860024,821.498931,703.607515,251.058658,942.165083,40.4595818
0,12987.0,-4.208884688604,-11.0326828932,0.45,-2.932103049886,-4.973264591175,2431.39426542,4.139926737128,0.73334176,0.073334176,0.072365403,0.7236540300000001,0.0,405.069386,14811044.637621189,0.0063570644128158335,94154.76478244843,2.8592949422805745e-05,423.49145022242084,3.77608039769166e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.452048841,539.444257,3.77021012,536.372098,30.3558671,514.453297,242.267097,300.116951,531.55267,9.51743539,540.095282,0.686622021,536.344687,0.0,490.443919,0.0,0.938537989,538.957915,7.60504252,533.31697,121.174292,422.63071,493.431075,47.3193046,536.016653,5.08292546,540.10209,0.000227739018,527.946852,0.0,540.389366,0.0
0,12208.0,-7.905112491424,-7.807100200604,0.21,-4.146000170457,-8.668867321977,1450.867672989,2.142191221108,0.74607761,0.074607761,0.073866221,0.73866221,53.623957,818.053029,3.7998671610099204,0.9007288539141325,3.422649992962414,1.3362595099491905e-05,5.077608630443138e-05,0.19087393444298498,2.15497855e-06,788.898319,0.000122789863,788.896682,0.00494306787,788.884538,0.29500165,788.547892,3.0661678,785.419092,34.4836067,757.713922,362.748144,469.49707,818.053029,53.623957,818.053029,53.623957,818.053029,53.623957,818.053029,53.623957,5.1847587e-07,788.898443,3.33066568e-05,788.897581,0.00494306787,788.884538,0.119463238,788.748126,1.46885381,787.212867,18.797998,770.413862,191.280304,621.768091,818.053029,53.623957
0,33060.0,-2.628709071061,-6.420005179298,0.21,-7.885666266499,-8.093027335588,3793.906328599,2.204247832831,0.70826754,0.07082675399999998,0.07082675399999999,0.70826754,0.0,0.324957861,29449.424586129473,8.68009660615089e-10,2.5562385040315905e-05,2.662731494253069e-10,7.84159103331176e-06,9.588629473974852e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000270209812,748.494718,0.00112137932,748.32423,0.0088420369,746.596323,0.0874992653,729.307644,0.879067205,556.437112,3.50096786,0.0218249278,3.26908142,0.0,0.00114946701,748.317821,0.00921263202,746.514415,0.0912499021,728.484133,0.91689034,548.201982,3.50096786,0.0218249278,3.26908142,0.0,1.56024153,0.0,3.50096786,0.0
0,51330.0,-3.572250880888,-8.639782535776,0.29,-3.301054761029,-6.968611118161,2288.809762406,3.220126843116,0.71630259,0.071630259,0.07064738900000002,0.70647389,0.0,134.79737,402840.99222034967,0.000404442305315931,162.92593956935522,4.299956929360967e-08,0.0173219891592854,8.5152524841419e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0260725823,680.491712,1.11861891,678.721914,23.5392322,653.981683,234.523669,428.866771,587.465383,16.0876047,602.485628,2.00310364,601.048489,0.0527030213,555.008652,0.0,1.4552899,678.30201,27.9930672,649.095631,234.523669,428.866771,587.465383,16.0876047,602.485628,2.00310364,599.605096,0.0298326111,545.978712,0.0,603.200025,0.0
0,24990.0,-7.852991319774,-7.534234269805,0.48,-6.973852271317,-5.830533750935,4138.079700726,2.639090470944,0.7054319299999999,0.070543193,0.067383239,0.6738323900000002,44.0702919,495.366871,1.0000039435426002,0.002714205619164155,0.0027142163227496406,0.01866917604804121,0.018669249670732267,0.16006506685279062,0.000378282374,490.916006,0.00346310367,490.913369,0.0281440831,490.88961,0.452063569,490.469264,3.52602165,487.553275,32.4724395,463.93402,333.521935,192.753029,495.366871,44.0702919,495.366871,44.0702919,495.366871,44.0702919,495.366871,44.0702919,0.000159318346,490.916158,0.00170153292,490.914951,0.0281440831,490.88961,0.225879659,490.693962,1.81163183,489.122624,20.9342627,473.688607,210.459663,304.537275,495.366871,44.0702919
0,8160.0,-4.990553546038,-11.33782922281,0.29,-6.129448974218,-4.86235382514,3824.356087059,3.03981505145,0.7503300000000002,0.07503300000000002,0.07080170999999998,0.7080171,1.69819538,687.300507,7671453.887466473,1.5731315065427387e-05,120.68205811363282,0.00014388783022804214,1103.8288545620298,0.00023369853196897764,0.0,0.0,0.0,0.0,0.0182358461,713.064346,0.267568047,712.816812,2.51566611,710.568039,40.4783694,674.121972,324.554544,386.222672,670.907257,38.0181662,688.62618,20.6028928,695.224688,10.299286,687.300507,1.69819538,0.115130143,712.968512,1.2291962,711.854734,20.2343264,694.627674,162.198686,550.775639,633.166022,75.2976977,682.533822,26.5465382,694.021169,14.1734887,695.22751,1.69819538
0,28670.0,-4.055712237832,-7.008312018574,0.12,-4.251790295852,-8.679127426625,2217.950688596,3.213959363077,0.7575576499999999,0.075755765,0.06900717600000002,0.69007176,1.84951844,489.367431,7471.68466587864,5.706445153364672e-05,0.42636758749072307,1.054854116705796e-09,7.881537328529655e-06,2.7414356323315907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00207062271,891.714585,0.129690499,890.646536,4.54466918,874.274166,35.8807998,749.271807,193.571935,337.999194,407.927393,74.5704956,497.040024,34.9157704,516.476635,10.3732288,0.0363920191,891.257003,0.948916616,887.407895,18.5800357,819.502201,98.0515891,474.920417,304.344472,134.293576,465.964733,50.2973695,515.212267,19.3351164,518.089254,1.84951844
0,21576.0,-4.150691421202,-8.342482198874,0.11,-4.819778060934,-5.071271355929,627.9901890759,3.758497690414,0.72228639,0.07222863900000001,0.067926896,0.67926896,2.01772315,702.716513,141383.29293155528,1.7602262969741677e-05,2.4886659017092554,4.877969665873047e-06,0.6896634141813698,3.2527522058725665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.314424659,859.921997,3.49890924,856.706103,35.0041063,824.705059,346.895103,507.987769,781.199784,73.6630287,820.526133,34.4657669,839.413169,13.590348,805.222338,4.85054065,1.04732135,859.182483,10.8417919,849.249644,107.473058,751.088004,652.281848,202.107712,803.26345,51.7315716,831.630106,22.7781963,835.998996,8.53181688,840.060588,2.01468511
0,42291.0,-8.172316621574,-6.950691997789,0.39,-7.125684384489,-5.358729495782,3325.646837683,3.472702963851,0.6584805100000002,0.065848051,0.058911031,0.58911031,100.635177,478.232573,0.15392556953609982,0.003243092258682805,0.000499194822975867,0.09377305774273184,0.014434071320191571,0.3116805301628015,0.000417640392,537.642088,0.00337744527,537.639189,0.0270890402,537.615652,0.211977948,537.43326,2.79178476,534.999777,30.6368854,507.871147,299.668786,265.139959,478.232573,100.635177,478.232573,100.635177,478.232573,100.635177,478.232573,100.635177,0.000101182752,537.642385,0.000840335812,537.641677,0.0135368062,537.629114,0.108398004,537.534511,0.847021322,536.862838,10.0748498,527.970791,101.680714,445.417392,478.232573,100.635177
0,43648.0,-5.257921870402,-10.92689073006,0.34,-6.468689605562,-8.264190868918,715.7476406748,4.266507020264,0.7529914499999999,0.075299145,0.07196010600000001,0.7196010600000001,0.888509261,676.22889,1372429.1779478944,1.563052773241598e-05,21.45179232669143,1.2377594859881823e-07,0.16987372338519693,0.0004340722701191313,0.0,0.0,0.0,0.0,0.00210057333,665.210653,0.0805763886,665.119522,2.0173003,663.152055,43.6482955,620.916456,347.756018,326.592904,640.606388,39.0354133,666.530741,18.4025057,680.634818,3.04417317,676.22889,0.888509261,0.00706208725,665.203561,0.25471802,664.936394,10.3075926,654.785738,88.1039436,583.2658,540.297946,135.238995,652.043709,28.4117205,673.161949,12.9028226,680.68482,0.888509261
0,8385.0,-6.803794145673,-7.70126562905,0.29,-5.87111271373,-5.836871070934,3551.73352409,2.784699046405,0.72995004,0.072995004,0.07201907300000002,0.72019073,0.212894487,716.330689,27.231620459961423,0.0018549913520549764,0.0505144204556718,0.0009925386272842472,0.02702843519005573,0.014788952351170967,9.25645491e-05,693.716415,0.00211095966,693.714575,0.0386835502,693.678801,0.315324438,693.402403,2.53212953,691.360893,39.8668405,656.033126,368.304822,328.429013,699.757473,15.3666628,716.330689,0.212894487,716.330689,0.212894487,716.330689,0.212894487,0.00211095966,693.714575,0.0191002049,693.698099,0.315324438,693.402403,2.53212953,691.360893,19.9402315,676.017909,237.222483,459.162092,688.696122,25.6204254,716.330689,0.207662877
0,5369.0,-7.654746856852,-6.89346773512,0.42,-4.697299745804,-7.707636442296,513.0858161896,2.491498517235,0.7353141999999999,0.07353142,0.06790565400000001,0.6790565399999999,48.211276,672.794679,0.4125452469682035,0.2844191674893849,0.11733577569439912,0.00013733652357065474,5.665753003421026e-05,0.10569877086557412,9.16361019e-06,570.700685,0.000524216751,570.69905,0.0317646067,570.666009,0.331010538,570.369321,2.82650068,567.868191,33.4351651,548.016499,354.800653,311.61336,672.794679,48.211276,672.794679,48.211276,672.794679,48.211276,672.794679,48.211276,9.16361019e-06,570.700685,0.000524216751,570.69905,0.0317646067,570.666009,0.331010538,570.369321,2.82650068,567.868191,33.4351651,548.016499,336.423701,325.302298,672.794679,47.0240761
0,32357.0,-3.291306440658,-8.35896837321,0.16,-5.565069359464,-4.668896237931,3219.045733642,3.722565207069,0.7584092299999998,0.075840923,0.074039025,0.74039025,0.0,140.625349,730368.3580870155,6.36237881389632e-07,0.4646880167833068,2.4771740978538326e-06,1.8092495785451876,4.721284569570638e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19490149,849.445831,36.6287468,815.491054,365.273872,481.731631,800.828512,44.3926312,832.493503,12.7981742,840.089972,1.43547083,802.95457,0.0,7.34885862,845.232388,78.1623315,773.29897,616.142111,228.902549,823.473445,21.9285731,835.372753,9.66757658,835.703306,0.0616044564,747.746196,0.0,840.089972,0.0
