"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-6.85426779436856e-05,"calcite_flush_3","Pe","FOmean",10362
"2",1.95507006056272e-07,"calcite_flush_3","Pe","TEmean",10362
"3",2.46464226220012e-06,"calcite_flush_3","Pe","FOsd2",10362
"4",2.6425004702657e-07,"calcite_flush_3","Pe","TEsd2",10362
