"","Da_2_gypsum","output_var","input_var","sobol_type","boot_num"
"1",5.04156153613218e-05,"calcite_flush_5","Da_2_gypsum","FOmean",2489
"2",7.4661921302288e-08,"calcite_flush_5","Da_2_gypsum","TEmean",2489
"3",1.99855565350278e-07,"calcite_flush_5","Da_2_gypsum","FOsd2",2489
"4",7.34455667735897e-08,"calcite_flush_5","Da_2_gypsum","TEsd2",2489
