"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-0.000553752598517951,"calcite_flush_4","Pe","FOmean",6596
"2",3.87749854936428e-07,"calcite_flush_4","Pe","TEmean",6596
"3",6.29477757410195e-07,"calcite_flush_4","Pe","FOsd2",6596
"4",2.83864876378158e-07,"calcite_flush_4","Pe","TEsd2",6596
