"","Pe","output_var","input_var","sobol_type","boot_num"
"1",5.45058062162223e-05,"calcite_flush_5","Pe","FOmean",5623
"2",3.37210356870371e-07,"calcite_flush_5","Pe","TEmean",5623
"3",7.28111915602358e-07,"calcite_flush_5","Pe","FOsd2",5623
"4",1.76708801409908e-07,"calcite_flush_5","Pe","TEsd2",5623
