"","dfn_volume","output_var","input_var","sobol_type","boot_num"
"1",3.04552133602494e-05,"calcite_flush_6","dfn_volume","FOmean",11901
"2",3.07476955281278e-08,"calcite_flush_6","dfn_volume","TEmean",11901
"3",2.2789544957719e-06,"calcite_flush_6","dfn_volume","FOsd2",11901
"4",1.12841734531939e-06,"calcite_flush_6","dfn_volume","TEsd2",11901
