"","tau","output_var","input_var","sobol_type","boot_num"
"1",3.53512170297009e-05,"calcite_flush_6","tau","FOmean",14259
"2",1.27162266338614e-08,"calcite_flush_6","tau","TEmean",14259
"3",2.44655754845178e-07,"calcite_flush_6","tau","FOsd2",14259
"4",9.37621564624361e-08,"calcite_flush_6","tau","TEsd2",14259
