"","Da_2_gypsum","output_var","input_var","sobol_type","boot_num"
"1",2.29457357870635e-05,"calcite_flush_6","Da_2_gypsum","FOmean",5191
"2",2.84024220941364e-08,"calcite_flush_6","Da_2_gypsum","TEmean",5191
"3",1.02758187842003e-08,"calcite_flush_6","Da_2_gypsum","FOsd2",5191
"4",1.10645094307492e-08,"calcite_flush_6","Da_2_gypsum","TEsd2",5191
