"","Da_2_calcite","output_var","input_var","sobol_type","boot_num"
"1",-5.18709326451996e-05,"calcite_flush_4","Da_2_calcite","FOmean",14293
"2",1.86669301180366e-07,"calcite_flush_4","Da_2_calcite","TEmean",14293
"3",4.45396521875589e-07,"calcite_flush_4","Da_2_calcite","FOsd2",14293
"4",3.05470882428852e-07,"calcite_flush_4","Da_2_calcite","TEsd2",14293
