"","tau","output_var","input_var","sobol_type","boot_num"
"1",-0.000151348614182789,"calcite_flush_0","tau","FOmean",11277
"2",2.13226176035239e-08,"calcite_flush_0","tau","TEmean",11277
"3",1.12438576487108e+63,"calcite_flush_0","tau","FOsd2",11277
"4",2.23261782008446e+65,"calcite_flush_0","tau","TEsd2",11277
