"","dfn_seed","curr_inflow_rate","curr_diffusion_coef","curr_porosity","curr_gypsum_rate_constant","curr_calcite_rate_constant","curr_gypsum_surface_area","curr_calcite_surface_area","dfn_p32","dfn_volume","backbone_volume","backbone_p32","final_gypsum","final_calcite","Pe","Da_1_gypsum","Da_2_gypsum","Da_1_calcite","Da_2_calcite","tau","max_calcite","min_gypsum"
"472",NA,0.146840161145909,0.100702875819881,0.133333333333333,0.137898240823421,0.165633460372101,0.796236202227699,0.330409429849468,0,1,1,NA,0.0020560214713052,0.00685396495352711,0.494733615967662,0.545212485610761,0.552986941550348,0.590319603013573,0.593036070098831,0.0539240298459645,0.707836322492535,0.869140810680895
"771",NA,0.16930645329485,0.341412686667079,0.333333333333333,0.522646209945478,0.432264099888767,0.00107018553332734,0.144606495985948,0,1,1,NA,0.00163951324010939,0.0111425157267831,0.386905800796616,0.699375306341157,0.60155657243126,0.691150514880056,0.565883174845601,0.0344942906578977,0.736328452174301,0.693070518240328
"586",NA,0.800629986553778,0.9438532509797,0,0.960477943861764,0.133255988652587,0.374330133372921,0.774769819525499,0,1,1,NA,0,0.000848618226087733,0.562133349200552,0.411191664866701,0.477137085167556,0.0905346999569352,0.0703299470444917,1.21437220788859e-07,0.697060033889635,0
"717",NA,0.715130025495857,0.945363297522604,0.111111111111111,0.0509916831995663,0.39198920426984,0.98497598732238,0.411199483341836,0,1,1,NA,0,0.0248620001667199,0.487089034495016,0.137128755557107,0.050273451627598,0.267921412806949,0.183908418320057,6.65992542255682e-07,0.79663579224549,0
"774",NA,0.745032949096648,0.796771803886048,0.2,0.398396288478135,0.420488395908942,0.857077137406302,0.683565499686894,0,1,1,NA,0,0.0413711330821116,0.558779087639264,0.263366274328133,0.294285838831934,0.26898668538966,0.286112785676967,3.6735258997685e-07,0.83096681112774,0
"644",NA,0.39989865893233,0.3700651569456,0.666666666666667,0.220807000341119,0.91396703424592,0.0116258352528465,0.661167787107131,0,1,1,NA,0,0.0438222677454438,0.499775595107403,0.450068050164,0.444491679669908,0.721124363914028,0.761759746396488,0.000351711158741208,0.816638435858527,0
"320",NA,0.827035845034207,0.818056712124005,0.244444444444444,0.47810499719806,0.111074187461724,0.681865107146468,0.299502872139914,0,1,1,NA,0,0,0.596199085877899,0.245092136804744,0.319982218056121,0.105177898496401,0.136363809103516,7.17328198963196e-08,0.481220894611366,0
"221",NA,0.501800998319232,0.132362866867587,0.222222222222222,0.313976036420496,0.313681877872959,0.815136747386864,0.823647674638457,0,1,1,NA,0,0.0609938701401084,0.690947549401617,0.39179367959517,0.618151387579944,0.404419460677457,0.639457760827641,4.63534514652646e-05,0.836117375686931,0
"248",NA,0.843951796048575,0.56484854741026,0.533333333333333,0.430740214184114,0.325247668833306,0.208200753203306,0.320218064159157,0,1,1,NA,0,0,0.696657565880447,0.235209861883487,0.436291816757448,0.191020038972805,0.383807521849311,5.11749054073756e-08,0.583816743361807,0
"337",NA,0.0746269510895923,0.383109735055431,0.444444444444444,0.402336900888538,0.145334394354759,0.0693717089699549,0.527438188152794,0,1,1,NA,0.00210445495529149,0.00215994530462413,0.303578316903814,0.721903090655744,0.522392153679597,0.662953119417608,0.413776008653909,0.226708480197549,0.640130271808182,0.788650334603483
"399",NA,0.419446129726095,0.0654419696659913,0.755555555555556,0.02471069145724,0.275554683096755,0.619109794780689,0.858583196988895,0,1,1,NA,0,0.0398609058878364,0.639011524831325,0.364809091286721,0.519252249484355,0.482570953271842,0.662936634218915,0.000238429473147371,0.811096431787527,0
"567",NA,0.819889759413749,0.220300670794044,0.933333333333333,0.839525262933769,0.862989266147672,0.21631058470963,0.52954277086616,0,1,1,NA,0,0.00424686303181603,0.81439696352493,0.425312677506805,0.816239212899002,0.417624842855235,0.829502968049008,8.27223444173965e-08,0.815328541563434,0
"5",NA,0.189303702732849,0.964963048374941,0.866666666666667,0.0532526922957772,0.308803136010658,0.282651849411074,0.191677648981877,0,1,1,NA,0.00109820016003215,0.0158224579454428,0.107597941777075,0.530187021709878,0.0406121348714761,0.660771695922018,0.135281033251133,0.0231758959234329,0.756888809992297,0.46424154158969
"396",NA,0.182675372788014,0.291860924891714,0.622222222222222,0.828515639319289,0.0540337724498178,0.319003053331835,0.176425176540554,0,1,1,NA,0.0196673084802736,0.0151081111111818,0.400834494132609,0.825704617666725,0.771940639574093,0.564018115138078,0.428394303761966,0.0264413470136864,0.754180052929941,0.70526280120328
"566",NA,0.274834910357625,0.404452895636199,0.222222222222222,0.504753313179424,0.804827302091838,0.149109919966925,0.469873520897964,0,1,1,NA,0,0.0581372423361006,0.434070813292712,0.614046877415192,0.55869381591645,0.740091655355186,0.692731468385166,0.00422987219495217,0.833192711846694,0
"696",NA,0.460087980292997,0.702777528164603,0.422222222222222,0.117513330750582,0.00152169899262937,0.188670846001975,0.874566640460953,0,1,1,NA,0,0.0496939180786882,0.406158159214343,0.358297543717776,0.214121629619831,0.338636678863491,0.157394848370529,0.000106254430046536,0.824050393930678,0
"32",NA,0.0414938928870108,0.668727850506167,0.711111111111111,0.700156086145251,0.0147796733446209,0.0476586371328296,0.496986805080389,0,1,1,NA,0.0050093847641235,0.00145503401578527,0.148537496814566,0.871917477281986,0.505677605420585,0.653404928459799,0.183791796008819,0.438156017125358,0.616967119678916,0.66315653128168
"544",NA,0.659103163352948,0.72331216046146,0.266666666666667,0.0463375128788655,0.556641047158803,0.442994038873829,0.513409980980784,0,1,1,NA,0,0.0523050421836574,0.531100355316581,0.18935612876466,0.16954838062059,0.385113675598677,0.390652709816721,2.02982923451003e-06,0.829859788736177,0
"125",NA,0.560938081145687,0.413412873108876,0.911111111111111,0.449857697125966,0.446436560590804,0.935296855906631,0.790158700666507,0,1,1,NA,0,0.0550210468940934,0.572254967401599,0.442665272274853,0.528077806713545,0.449997208196087,0.52874180980461,1.42996910298057e-05,0.830352419524758,0
"559",NA,0.204436308365493,0.931493031336752,0.644444444444444,0.314607808082592,0.254310738045864,0.896682549640352,0.386766847601024,0,1,1,NA,0.00138089839100608,0.0215307535906521,0.139306692793437,0.613181977505156,0.181347799764849,0.621476332752256,0.13134906225276,0.0171530131915258,0.7749508015899,0.583746407212887
