"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-1.71976120503759e-05,"calcite_flush_8_nondim","Pe","FOmean",9053
"2",9.80907498274895e-12,"calcite_flush_8_nondim","Pe","TEmean",9053
"3",4.24962553100841e-11,"calcite_flush_8_nondim","Pe","FOsd2",9053
"4",3.89489481908340e-11,"calcite_flush_8_nondim","Pe","TEsd2",9053
