"","tau","output_var","input_var","sobol_type","boot_num"
"1",-0.00204414814899067,"calcite_flush_7_nondim","tau","FOmean",1078
"2",4.61040122257231e-08,"calcite_flush_7_nondim","tau","TEmean",1078
"3",2.0954153476203e-07,"calcite_flush_7_nondim","tau","FOsd2",1078
"4",3.02565527868779e-08,"calcite_flush_7_nondim","tau","TEsd2",1078
