"","Da_1_gypsum","output_var","input_var","sobol_type","boot_num"
"1",-0.000312289395684249,"calcite_flush_5_nondim","Da_1_gypsum","FOmean",11546
"2",3.14399095326982e-07,"calcite_flush_5_nondim","Da_1_gypsum","TEmean",11546
"3",4.96570009636734e-07,"calcite_flush_5_nondim","Da_1_gypsum","FOsd2",11546
"4",2.49772330271768e-07,"calcite_flush_5_nondim","Da_1_gypsum","TEsd2",11546
