"","Da_1_gypsum","output_var","input_var","sobol_type","boot_num"
"1",-4.32878422148494e-06,"calcite_flush_9_nondim","Da_1_gypsum","FOmean",7878
"2",6.46225379071655e-14,"calcite_flush_9_nondim","Da_1_gypsum","TEmean",7878
"3",2.67440607639213e-11,"calcite_flush_9_nondim","Da_1_gypsum","FOsd2",7878
"4",6.30065468244345e-14,"calcite_flush_9_nondim","Da_1_gypsum","TEsd2",7878
