"","Da_1_calcite","output_var","input_var","sobol_type","boot_num"
"1",-0.00267159585161406,"calcite_flush_6_nondim","Da_1_calcite","FOmean",579
"2",5.9987340060847e-07,"calcite_flush_6_nondim","Da_1_calcite","TEmean",579
"3",1.39736375285795e-06,"calcite_flush_6_nondim","Da_1_calcite","FOsd2",579
"4",2.66208100243667e-06,"calcite_flush_6_nondim","Da_1_calcite","TEsd2",579
