"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-0.000277849795818218,"calcite_flush_8_nondim","Pe","FOmean",10103
"2",2.08159592115724e-10,"calcite_flush_8_nondim","Pe","TEmean",10103
"3",5.51091469853534e-10,"calcite_flush_8_nondim","Pe","FOsd2",10103
"4",7.11716488897226e-10,"calcite_flush_8_nondim","Pe","TEsd2",10103
