"","Da_1_gypsum","output_var","input_var","sobol_type","boot_num"
"1",-1.19933754559563e-06,"calcite_flush_8_nondim","Da_1_gypsum","FOmean",1739
"2",1.81816876110241e-14,"calcite_flush_8_nondim","Da_1_gypsum","TEmean",1739
"3",3.99609752366115e-14,"calcite_flush_8_nondim","Da_1_gypsum","FOsd2",1739
"4",5.67388029978323e-14,"calcite_flush_8_nondim","Da_1_gypsum","TEsd2",1739
