"","tau","output_var","input_var","sobol_type","boot_num"
"1",-1.27509578551192e-05,"calcite_flush_9_nondim","tau","FOmean",1302
"2",1.14386834298102e-11,"calcite_flush_9_nondim","tau","TEmean",1302
"3",2.69826580589123e-13,"calcite_flush_9_nondim","tau","FOsd2",1302
"4",9.88332002875633e-12,"calcite_flush_9_nondim","tau","TEsd2",1302
