"","tau","output_var","input_var","sobol_type","boot_num"
"1",-0.000527527952262203,"calcite_flush_7_nondim","tau","FOmean",2506
"2",6.50536246500604e-09,"calcite_flush_7_nondim","tau","TEmean",2506
"3",1.44101109702895e-07,"calcite_flush_7_nondim","tau","FOsd2",2506
"4",1.43225151329694e-07,"calcite_flush_7_nondim","tau","TEsd2",2506
