"","tau","output_var","input_var","sobol_type","boot_num"
"1",0.00015098814734963,"calcite_flush_9_nondim","tau","FOmean",420
"2",1.67467515253689e-10,"calcite_flush_9_nondim","tau","TEmean",420
"3",9.872966354238e-11,"calcite_flush_9_nondim","tau","FOsd2",420
"4",2.75592723538567e-10,"calcite_flush_9_nondim","tau","TEsd2",420
