"","tau","output_var","input_var","sobol_type","boot_num"
"1",0.000328649548242797,"calcite_flush_7_nondim","tau","FOmean",9184
"2",3.06401447225041e-09,"calcite_flush_7_nondim","tau","TEmean",9184
"3",2.83362099949981e-07,"calcite_flush_7_nondim","tau","FOsd2",9184
"4",3.10946843734838e-07,"calcite_flush_7_nondim","tau","TEsd2",9184
