"","tau","output_var","input_var","sobol_type","boot_num"
"1",-0.000271271594011295,"calcite_flush_9_nondim","tau","FOmean",2142
"2",2.55239052684696e-10,"calcite_flush_9_nondim","tau","TEmean",2142
"3",8.18899920094037e-10,"calcite_flush_9_nondim","tau","FOsd2",2142
"4",1.66042933320467e-08,"calcite_flush_9_nondim","tau","TEsd2",2142
