"","tau","output_var","input_var","sobol_type","boot_num"
"1",-0.00080177864339416,"calcite_flush_7_nondim","tau","FOmean",406
"2",3.09940590460682e-08,"calcite_flush_7_nondim","tau","TEmean",406
"3",1.74888463998099e-07,"calcite_flush_7_nondim","tau","FOsd2",406
"4",2.96826552143935e-07,"calcite_flush_7_nondim","tau","TEsd2",406
