"","tau","output_var","input_var","sobol_type","boot_num"
"1",3.91562783376512e-05,"calcite_flush_8_nondim","tau","FOmean",10283
"2",5.68654404783380e-11,"calcite_flush_8_nondim","tau","TEmean",10283
"3",1.71760537409058e-09,"calcite_flush_8_nondim","tau","FOsd2",10283
"4",6.57406334999652e-11,"calcite_flush_8_nondim","tau","TEsd2",10283
