"","Pe","output_var","input_var","sobol_type","boot_num"
"1",2.21113998449126e-05,"calcite_flush_9_nondim","Pe","FOmean",1206
"2",4.7626004208177e-10,"calcite_flush_9_nondim","Pe","TEmean",1206
"3",9.08043598054499e-09,"calcite_flush_9_nondim","Pe","FOsd2",1206
"4",1.11402190377657e-08,"calcite_flush_9_nondim","Pe","TEsd2",1206
