"","tau","output_var","input_var","sobol_type","boot_num"
"1",-0.000628553202421026,"calcite_flush_4_nondim","tau","FOmean",1435
"2",3.54002423131012e-07,"calcite_flush_4_nondim","tau","TEmean",1435
"3",24.9974286911375,"calcite_flush_4_nondim","tau","FOsd2",1435
"4",19.5768408221908,"calcite_flush_4_nondim","tau","TEsd2",1435
