"","Da_1_calcite","output_var","input_var","sobol_type","boot_num"
"1",-3.4733093169651e-07,"calcite_flush_4_nondim","Da_1_calcite","FOmean",6099
"2",4.47930710154211e-12,"calcite_flush_4_nondim","Da_1_calcite","TEmean",6099
"3",1.01484489894038e-12,"calcite_flush_4_nondim","Da_1_calcite","FOsd2",6099
"4",1.02211775872742e-12,"calcite_flush_4_nondim","Da_1_calcite","TEsd2",6099
