"","Da_1_calcite","output_var","input_var","sobol_type","boot_num"
"1",-0.00183927339367136,"calcite_flush_8_nondim","Da_1_calcite","FOmean",3599
"2",2.43196956193594e-07,"calcite_flush_8_nondim","Da_1_calcite","TEmean",3599
"3",1.82296135560198e-06,"calcite_flush_8_nondim","Da_1_calcite","FOsd2",3599
"4",1.86028304819807e-06,"calcite_flush_8_nondim","Da_1_calcite","TEsd2",3599
