"","Pe","output_var","input_var","sobol_type","boot_num"
"1",-1.9971430341554e-05,"calcite_flush_5_nondim","Pe","FOmean",7276
"2",1.36887641293571e-10,"calcite_flush_5_nondim","Pe","TEmean",7276
"3",2.05730369773265e-13,"calcite_flush_5_nondim","Pe","FOsd2",7276
"4",3.26200186282907e-13,"calcite_flush_5_nondim","Pe","TEsd2",7276
