"","Da_2_calcite","output_var","input_var","sobol_type","boot_num"
"1",-4.93418447079474e-07,"calcite_flush_4_nondim","Da_2_calcite","FOmean",6355
"2",6.23451800563976e-15,"calcite_flush_4_nondim","Da_2_calcite","TEmean",6355
"3",1.58106609947672e-16,"calcite_flush_4_nondim","Da_2_calcite","FOsd2",6355
"4",6.87122085406463e-17,"calcite_flush_4_nondim","Da_2_calcite","TEsd2",6355
