"","Da_1_gypsum","output_var","input_var","sobol_type","boot_num"
"1",-4.69551622888841e-05,"calcite_flush_2_nondim","Da_1_gypsum","FOmean",5937
"2",2.17354231562642e-13,"calcite_flush_2_nondim","Da_1_gypsum","TEmean",5937
"3",2.99615854471507e-13,"calcite_flush_2_nondim","Da_1_gypsum","FOsd2",5937
"4",1.45632899324e-13,"calcite_flush_2_nondim","Da_1_gypsum","TEsd2",5937
