"","dfn_seed","curr_inflow_rate","curr_diffusion_coef","curr_porosity","curr_gypsum_rate_constant","curr_calcite_rate_constant","curr_gypsum_surface_area","curr_calcite_surface_area","dfn_p32","dfn_volume","backbone_volume","backbone_p32","final_gypsum","final_calcite","Pe","Da_1_gypsum","Da_2_gypsum","Da_1_calcite","Da_2_calcite","tau","calcite_flush_0","calcite_flush_1","calcite_flush_2","calcite_flush_3","calcite_flush_4","calcite_flush_5","calcite_flush_6"
"259",0.502362391899697,0.323522232630072,0.436106901662021,0.755555555555556,0.0761871159585468,0.876345224337686,0.703763953379303,0.829108815297971,0.890970632111104,0.890970632111105,0.803108451974916,0.803108451974915,0.0249425145108802,0.154077067815372,0.441195626619821,0.438830639039573,0.347937222720409,0.771114374910047,0.719420945983999,0.675752543117823,0.000120729790498745,6.48041341429532e-05,0.000377208224657139,0.00280767628026204,0.0145444571143836,0.137669634067876,0.149798971456117
"357",0.594860103179062,0.700185713448944,0.583731772914419,0.355555555555556,0.126597978096239,0.789245003145678,0.298854310810192,0.503251487550728,0.935541862966846,0.935541862966847,0.855315508668169,0.855315508668169,0,0.191057171250878,0.5969746312133,0.210591911469006,0.289756695132058,0.466216587163134,0.588405099907547,0.299790320073287,0.00389720792965944,0.00942780538391783,0.0607182479248153,0.428265440200161,0.614600515943193,0.516916501996963,0.223879101845789
"74",0.0135191682808859,0.479452484693751,0.705964881371588,0.133333333333333,0.675639551725103,0.990110987613032,0.247245413652668,0.211451255598865,0.970080347468951,0.970080347468952,0.763845457281187,0.763845457281187,0.0413553748460351,0.226300562505052,0.438976519071326,0.573309249532138,0.483433104360899,0.666028278896592,0.604002366277781,0.521596672066653,0.00132123143038134,0.00110110374869663,0.00449736131829775,0.0307035434892728,0.162066835375615,0.478087608711003,0.227040123554336
"205",0.0769442337991977,0.181670911832852,0.20111518770016,0.0444444444444445,0.536909156909926,0.542543972178112,0.397788588635326,0.0487012192523843,0.866374777223329,0.866374777223329,0.8501824632029,0.8501824632029,0.233159672824612,0.225987854377732,0.540826326359335,0.670675992984787,0.698449295303391,0.648521611370416,0.713234823958841,0.817139064297975,8.97025910516384e-06,1.04202374599367e-05,4.39125329578386e-05,0.000307182871831623,0.00160861710590624,0.0151744512236629,0.0699851572744289
"262",0.0064909295938454,0.835896434697597,0.790784763489696,0.6,0.645824062356891,0.642856916713739,0.394637570942101,0.779356900021226,0.741837023823257,0.741837023823257,0.665372356350637,0.665372356350637,5.7042329286706e-05,0.0260868684018366,0.554194735232855,0.386549309293258,0.421982168360206,0.334654411184936,0.393636607002983,0.159016435942168,0.294019846880719,0.307488945457915,0.649635639175218,0.720562356617276,0.484204645800097,0.382744724242317,0.147248272962488
"132",0.0982489813719751,0.731732590466425,0.0482331894191648,0.866666666666667,0.206740791318679,0.934668369539509,0.948725724818903,0.739717390031523,0.915258435975834,0.915258435975835,0.780148924010129,0.780148924010129,0.0132595300444342,0.112511368053331,0.851655901086551,0.257972636686191,0.626186584782251,0.538694898625342,0.98614730092246,0.267711915582806,0.00919288953435071,0.0286683548218711,0.192890404012688,0.641552292941469,0.453532893466027,0.363526245241771,0.155525386343825
"320",0.00731506547902039,0.173395212452682,0.458634137617576,0.555555555555556,0.724092352841803,0.184203665838433,0.89833092760097,0.500097069160322,0.911385600182854,0.911385600182855,0.928179307127834,0.928179307127834,0.029544575943105,0.225798086519267,0.357247713633239,0.820040388807815,0.644272548985263,0.563005554488064,0.390874501151095,0.8265443533361,1.30293181023606e-06,5.15546465100699e-06,3.49389191982077e-05,0.000261626812959961,0.00140122423542644,0.0133286171375202,0.06431225219991
"221",0.183463060245414,0.795700515893296,0.618479723157863,0.511111111111111,0.541858157405849,0.780697506487603,0.115690602788938,0.0664199158914313,0.861818386091904,0.861818386091905,0.837222680699747,0.837222680699747,0,0.0651671766672098,0.621870983588653,0.357232372302924,0.468375537504909,0.41332113136798,0.563000034303866,0.20234540286115,0.0959428775652273,0.157121203391881,0.399997183116671,0.790660868085965,0.537823896041813,0.423183805764423,0.171710193152944
"248",0.107030596167523,0.672345438168496,0.601470518228976,0.955555555555555,0.176674590118927,0.964031020510103,0.159934321330364,0.858055591771088,0.834593821980164,0.834593821980164,0.781003985615941,0.78100398561594,0.00150952021695056,0.13257654154591,0.54336402031648,0.283265197065208,0.303751280098254,0.592950477398406,0.65686361349903,0.325142390893754,0.00158620362972218,0.00313416178701605,0.0440450922703804,0.334346053881215,0.439746532116358,0.358115990047801,0.15450922117359
"337",0.255730642138392,0.0784216097238212,0.0298789284805368,0.288888888888889,0.154025781121739,0.170833803244669,0.993210529862234,0.0362691657472916,0.994507461716139,0.994507461716139,0.79979594117334,0.79979594117334,0.502539817062114,0.13269296293675,0.534812211448485,0.592353054343173,0.611276960574928,0.596884891446839,0.650333303797109,0.92363914598757,1.50550627681606e-08,7.67935807865539e-08,2.67012013284339e-06,3.77083904661483e-05,0.000236108345595702,0.00226124484066382,0.0139697015453802
