<<<<<<< HEAD
"","dfn_seed","curr_inflow_rate","curr_diffusion_coef","curr_porosity","curr_gypsum_rate_constant","curr_calcite_rate_constant","curr_gypsum_surface_area","curr_calcite_surface_area","dfn_p32","dfn_volume","backbone_volume","backbone_p32","final_gypsum","final_calcite","Pe","Da_1_gypsum","Da_2_gypsum","Da_1_calcite","Da_2_calcite","tau","calcite_flush_2_nondim","gypsum_flush_2_nondim","calcite_flush_3_nondim","gypsum_flush_3_nondim","calcite_flush_4_nondim","gypsum_flush_4_nondim","calcite_flush_5_nondim","gypsum_flush_5_nondim","calcite_flush_6_nondim","gypsum_flush_6_nondim","calcite_flush_7_nondim","gypsum_flush_7_nondim","calcite_flush_8_nondim","gypsum_flush_8_nondim","calcite_flush_9_nondim","gypsum_flush_9_nondim","calcite_flush_10_nondim","gypsum_flush_10_nondim","calcite_flush_11_nondim","gypsum_flush_11_nondim","calcite_flush_12_nondim","gypsum_flush_12_nondim"
"472",NA,0.146840161145909,0.100702875819881,0.133333333333333,0.137898240823421,0.165633460372101,0.796236202227699,0.330409429849468,0,1,1,NA,0.0020560214713052,0.00685396495352711,0.494733615967662,0.545212485610761,0.552986941550348,0.590319603013573,0.593036070098831,0.0539240298459645,0.00576493071230184,0.55344379615783,0.00819924881259642,0.00545246056235474,0.0443658222054643,0.00216050783006463,0.0919324715034224,0.0020560214713052,0.0420964100869853,0.0020560214713052,0.0195972033646632,0.0020560214713052,0.011913471027799,0.0020560214713052,0.00689685572009912,0.0020560214713052,0.00685396486510001,0.0020560214713052,0.00685396476058525,0.0020560214713052,0.00685396461259994,0.0020560214713052
"771",NA,0.16930645329485,0.341412686667079,0.333333333333333,0.522646209945478,0.432264099888767,0.00107018553332734,0.144606495985948,0,1,1,NA,0.00163951324010939,0.0111425157267831,0.386905800796616,0.699375306341157,0.60155657243126,0.691150514880056,0.565883174845601,0.0344942906578977,0.00451441068322863,0.497518535346395,0.00661244127317109,0.00491590596305858,0.0507830293018687,0.00196895874599787,0.149454952932285,0.00163951324010939,0.0684362871793131,0.00163951324010939,0.0318592448676509,0.00163951324010939,0.019367773220162,0.00163951324010939,0.0112122434507868,0.00163951324010939,0.0111425156387379,0.00163951324010939,0.0111425155346744,0.00163951324010939,0.0111425153873281,0.00163951324010939
"586",NA,0.800629986553778,0.9438532509797,0,0.960477943861764,0.133255988652587,0.374330133372921,0.774769819525499,0,1,1,NA,0,0.000848618226087733,0.562133349200552,0.411191664866701,0.477137085167556,0.0905346999569352,0.0703299470444916,1.21437220788859e-07,NA,NA,0.00050303221966463,0.00582671053653103,0.00315362892972729,0.0023359977367185,0.0174598110145398,0.00211436946811453,0.0312022687707918,0.000769186724760014,0.0163068820491383,0,0.00991228794485852,0,0.00573647795714525,0,0.00569832802827741,0,0.00568348351926655,0,0.00566371327150434,0
"717",NA,0.715130025495857,0.945363297522604,0.111111111111111,0.0509916831995663,0.39198920426984,0.98497598732238,0.411199483341836,0,1,1,NA,0,0.0248620001667199,0.487089034495016,0.137128755557107,0.050273451627598,0.267921412806949,0.183908418320057,6.65992542255682e-07,0,0,0.000248828699240141,0.00552987137101002,0.0011601541220865,0.00223624995389911,0.0064938368037525,0.00220150695915542,0.0238245959255381,0.00192356325228486,0.022187340369415,0.00160591346364778,0.0269799178966124,0.000970613951468149,0.0312396001907704,0,0.031165929648747,0,0.0310844842491431,0,0.0309760697839767,0
"774",NA,0.745032949096648,0.796771803886048,0.2,0.398396288478135,0.420488395908942,0.857077137406302,0.683565499686894,0,1,1,NA,0,0.0413711330821116,0.558779087639264,0.263366274328133,0.294285838831934,0.26898668538966,0.286112785676967,3.6735258997685e-07,NA,NA,0.00254508949180954,0.00527536898409819,0.0227626596642923,0.00208642540322397,0.13539744182714,0.0016756113916717,0.342978763342892,6.53837261073033e-06,0.160037727515351,0,0.0972855155854826,0,0.0563054588342198,0,0.0559363141863108,0,0.0558224419709248,0,0.0556711696207257,0
"644",NA,0.39989865893233,0.3700651569456,0.666666666666667,0.220807000341119,0.91396703424592,0.0116258352528465,0.661167787107131,0,1,1,NA,0,0.0438222677454438,0.499775595107403,0.450068050164,0.444491679669908,0.721124363914028,0.761759746396488,0.000351711158741208,0.00111935234633143,0.404357492709085,0.00912966135680725,0.00396929949648534,0.0419318045227498,0.00152977232885607,0.230516022998152,0.00099693294036315,0.269237391587544,0,0.12533351796022,0,0.0761871471549352,0,0.044096499312394,0,0.0438222676603083,0,0.0438222675596839,0,0.0438222674172071,0
"320",NA,0.827035845034207,0.818056712124005,0.244444444444444,0.47810499719806,0.111074187461724,0.681865107146468,0.299502872139914,0,1,1,NA,0,0,0.596199085877899,0.245092136804744,0.319982218056121,0.105177898496401,0.136363809103516,7.17328198963196e-08,NA,NA,0,0,5.26151310210706e-05,0.00205710136189503,0.000330993734245415,0.00178788036113784,0.000757270554086037,0.000607620714995869,0.000410820398058581,0,0.000249718139234008,0,0.000144503471611904,0,0.00014352338537423,0,0.000143035164727882,0,0.000142385491284035,0
"221",NA,0.501800998319232,0.132362866867587,0.222222222222222,0.313976036420496,0.313681877872959,0.815136747386864,0.823647674638457,0,1,1,NA,0,0.0609938701401084,0.690947549401617,0.39179367959517,0.618151387579944,0.404419460677457,0.639457760827641,4.63534514652646e-05,0.0023030313937329,0.528724306075788,0.00917508012609262,0.00519816826746544,0.0398001623665669,0.00204435678937118,0.221422238763648,0.00156160917767606,0.375333004372817,0,0.174723698289879,0,0.106211834955495,0,0.06147752566119,0,0.0610789397304794,0,0.0609938699576844,0,0.0609938698177663,0
"248",NA,0.843951796048575,0.56484854741026,0.533333333333333,0.430740214184114,0.325247668833306,0.208200753203306,0.320218064159157,0,1,1,NA,0,0,0.696657565880447,0.235209861883487,0.436291816757448,0.191020038972805,0.383807521849312,5.11749054073756e-08,NA,NA,NA,NA,4.87831524689084e-05,0.00176254814973687,0.000591041625958194,0.00166987996584657,0.00116409723713577,0.00134580555028445,0.000995110140239386,0.000993138198116435,0.00123230243310167,0.000190728776570175,0.000831727568112958,0,0.000825714479462092,0,0.000822347968829861,0,0.000817869753903952,0
"337",NA,0.0746269510895923,0.383109735055431,0.444444444444444,0.402336900888538,0.145334394354759,0.0693717089699549,0.527438188152794,0,1,1,NA,0.00210445495529149,0.00215994530462413,0.303578316903814,0.721903090655744,0.522392153679597,0.662953119417608,0.41377600865391,0.226708480197549,0.00551836308359177,0.466367868647457,0.0088553396508314,0.00461692943137258,0.0418018072826368,0.00210445495529149,0.0289714218722585,0.00210445495529149,0.0132661811452852,0.00210445495529149,0.00617582472327481,0.00210445495529149,0.00375438820242631,0.00210445495529149,0.00217346176454537,0.00210445495529149,0.00215994521577908,0.00210445495529149,0.00215994511077034,0.00210445495529149,0.0021599449620856,0.00210445495529149
